fmun;ano;mes;regiao;roubo_veiculo;furto_veiculos;trafico_drogas;recuperacao_veiculos
Itatiaia;2017;7;Interior;0;2;2;1
Japeri;2017;7;Baixada Fluminense;10;3;7;8
Laje do Muriaé;2017;7;Interior;0;0;2;0
Macaé;2017;7;Interior;22;11;31;18
Macuco;2017;7;Interior;0;0;0;0
Magé;2017;7;Baixada Fluminense;18;14;9;17
Mangaratiba;2017;7;Interior;5;1;4;1
Maricá;2017;7;Grande Niterói;26;17;15;19
Mendes;2017;7;Interior;0;1;7;0
Mesquita;2017;7;Baixada Fluminense;74;9;18;57
Miguel Pereira;2017;7;Interior;1;1;2;2
Miracema;2017;7;Interior;0;0;1;0
Natividade;2017;7;Interior;0;0;1;0
Nilópolis;2017;7;Baixada Fluminense;152;5;3;20
Niterói;2017;7;Grande Niterói;223;55;23;126
Nova Friburgo;2017;7;Interior;0;5;35;6
Nova Iguaçu;2017;7;Baixada Fluminense;251;65;35;117
Paracambi;2017;7;Baixada Fluminense;7;1;2;1
Paraíba do Sul;2017;7;Interior;0;1;10;1
Paraty;2017;7;Interior;0;7;13;4
Paty do Alferes;2017;7;Interior;0;1;0;0
Petrópolis;2017;7;Interior;3;8;27;10
Pinheiral;2017;7;Interior;0;0;2;0
Piraí;2017;7;Interior;0;1;3;0
Porciúncula;2017;7;Interior;0;0;1;1
Porto Real;2017;7;Interior;0;0;5;1
Quatis;2017;7;Interior;0;0;1;0
Queimados;2017;7;Baixada Fluminense;13;18;6;19
Quissamã;2017;7;Interior;0;0;3;1
Resende;2017;7;Interior;4;6;20;7
Rio Bonito;2017;7;Interior;4;10;9;10
Rio Claro;2017;7;Interior;0;0;2;0
Rio das Flores;2017;7;Interior;0;0;0;0
Rio das Ostras;2017;7;Interior;12;8;8;10
Rio de Janeiro;2017;7;Capital;2434;560;139;1874
Santa Maria Madalena;2017;7;Interior;0;0;0;0
Santo Antônio de Pádua;2017;7;Interior;0;0;2;1
São Francisco de Itabapoana;2017;7;Interior;0;0;2;1
São Fidélis;2017;7;Interior;0;1;2;1
São Gonçalo;2017;7;Grande Niterói;489;82;26;360
São João da Barra;2017;7;Interior;0;0;5;1
São João de Meriti;2017;7;Baixada Fluminense;350;26;28;152
São José de Ubá;2017;7;Interior;0;0;0;0
São José do Vale do Rio Preto;2017;7;Interior;0;1;0;0
São Pedro da Aldeia;2017;7;Interior;5;10;9;7
São Sebastião do Alto;2017;7;Interior;0;0;0;0
Sapucaia;2017;7;Interior;0;1;1;0
Saquarema;2017;7;Interior;8;9;3;12
Seropédica;2017;7;Baixada Fluminense;6;1;2;10
Silva Jardim;2017;7;Interior;1;0;0;1
Sumidouro;2017;7;Interior;0;0;0;0
Tanguá;2017;7;Interior;10;2;3;5
Teresópolis;2017;7;Interior;1;11;39;9
Trajano de Moraes;2017;7;Interior;0;1;0;0
Três Rios;2017;7;Interior;0;3;9;3
Valença;2017;7;Interior;0;2;8;0
Varre-Sai;2017;7;Interior;0;0;0;0
Vassouras;2017;7;Interior;0;2;4;2
Volta Redonda;2017;7;Interior;5;6;57;8
Angra dos Reis;2017;8;Interior;8;6;29;8
Aperibé;2017;8;Interior;0;0;2;0
Araruama;2017;8;Interior;6;10;13;11
Areal;2017;8;Interior;0;0;1;0
Armação dos Búzios;2017;8;Interior;0;0;8;2
Arraial do Cabo;2017;8;Interior;0;0;11;0
Barra do Piraí;2017;8;Interior;0;2;18;2
Barra Mansa;2017;8;Interior;3;10;28;8
Belford Roxo;2017;8;Baixada Fluminense;201;38;19;114
Bom Jardim;2017;8;Interior;0;0;2;1
Bom Jesus do Itabapoana;2017;8;Interior;0;0;5;0
Cabo Frio;2017;8;Interior;15;15;42;17
Cachoeiras de Macacu;2017;8;Interior;2;2;3;2
Cambuci;2017;8;Interior;0;0;5;0
Carapebus;2017;8;Interior;1;0;1;0
Comendador Levy Gasparian;2017;8;Interior;0;0;1;0
Campos dos Goytacazes;2017;8;Interior;13;25;41;28
Cantagalo;2017;8;Interior;0;0;9;1
Cardoso Moreira;2017;8;Interior;0;0;2;0
Carmo;2017;8;Interior;1;1;0;0
Casimiro de Abreu;2017;8;Interior;0;1;6;6
Conceição de Macabu;2017;8;Interior;1;0;2;1
Cordeiro;2017;8;Interior;0;0;3;0
Duas Barras;2017;8;Interior;0;1;1;0
Duque de Caxias;2017;8;Baixada Fluminense;421;94;23;334
Engenheiro Paulo de Frontin;2017;8;Interior;0;0;1;0
Guapimirim;2017;8;Baixada Fluminense;3;3;3;3
Iguaba Grande;2017;8;Interior;1;2;0;1
Itaboraí;2017;8;Interior;82;24;35;56
Itaguaí;2017;8;Baixada Fluminense;27;4;7;17
Italva;2017;8;Interior;0;0;1;1
Itaocara;2017;8;Interior;0;2;1;1
Itaperuna;2017;8;Interior;0;5;19;7
Itatiaia;2017;8;Interior;0;2;18;1
Japeri;2017;8;Baixada Fluminense;9;7;4;9
Laje do Muriaé;2017;8;Interior;1;0;1;0
Macaé;2017;8;Interior;21;7;17;17
Macuco;2017;8;Interior;0;0;2;0
Magé;2017;8;Baixada Fluminense;27;16;11;25
Mangaratiba;2017;8;Interior;2;4;5;5
Maricá;2017;8;Grande Niterói;15;10;7;15
Mendes;2017;8;Interior;0;1;7;2
Mesquita;2017;8;Baixada Fluminense;57;14;18;35
Miguel Pereira;2017;8;Interior;0;0;5;0
Miracema;2017;8;Interior;0;0;5;0
Natividade;2017;8;Interior;0;0;2;0
Nilópolis;2017;8;Baixada Fluminense;107;6;2;23
Niterói;2017;8;Grande Niterói;209;54;25;108
Nova Friburgo;2017;8;Interior;0;6;28;4
Nova Iguaçu;2017;8;Baixada Fluminense;322;73;30;125
Paracambi;2017;8;Baixada Fluminense;3;3;6;2
Paraíba do Sul;2017;8;Interior;0;2;6;0
Paraty;2017;8;Interior;0;3;8;7
Paty do Alferes;2017;8;Interior;0;0;2;0
Petrópolis;2017;8;Interior;2;23;32;11
Pinheiral;2017;8;Interior;0;1;7;0
Piraí;2017;8;Interior;0;0;11;5
Porciúncula;2017;8;Interior;0;1;1;1
Porto Real;2017;8;Interior;1;0;9;0
Quatis;2017;8;Interior;0;0;0;0
Queimados;2017;8;Baixada Fluminense;14;22;7;9
Quissamã;2017;8;Interior;0;0;4;1
Resende;2017;8;Interior;6;3;25;6
Rio Bonito;2017;8;Interior;4;8;6;5
Rio Claro;2017;8;Interior;0;1;2;1
Rio das Flores;2017;8;Interior;0;1;2;0
Rio das Ostras;2017;8;Interior;7;16;12;11
Rio de Janeiro;2017;8;Capital;2082;617;198;1832
Santa Maria Madalena;2017;8;Interior;0;1;0;1
Santo Antônio de Pádua;2017;8;Interior;0;2;2;1
São Francisco de Itabapoana;2017;8;Interior;0;2;0;1
São Fidélis;2017;8;Interior;0;0;9;0
São Gonçalo;2017;8;Grande Niterói;578;95;31;399
São João da Barra;2017;8;Interior;0;1;2;0
São João de Meriti;2017;8;Baixada Fluminense;312;29;18;156
São José de Ubá;2017;8;Interior;0;0;0;0
São José do Vale do Rio Preto;2017;8;Interior;0;1;0;0
São Pedro da Aldeia;2017;8;Interior;9;4;6;4
São Sebastião do Alto;2017;8;Interior;0;0;0;0
Sapucaia;2017;8;Interior;2;0;1;0
Saquarema;2017;8;Interior;1;4;7;6
Seropédica;2017;8;Baixada Fluminense;19;3;5;14
Silva Jardim;2017;8;Interior;3;0;0;1
Sumidouro;2017;8;Interior;0;1;1;1
Tanguá;2017;8;Interior;11;0;1;5
Teresópolis;2017;8;Interior;1;5;26;4
Trajano de Moraes;2017;8;Interior;0;1;0;1
Três Rios;2017;8;Interior;1;0;10;2
Valença;2017;8;Interior;0;2;3;0
Varre-Sai;2017;8;Interior;0;1;0;0
Vassouras;2017;8;Interior;0;0;4;0
Volta Redonda;2017;8;Interior;2;20;23;17
Angra dos Reis;2017;9;Interior;10;4;20;9
Aperibé;2017;9;Interior;0;1;1;0
Araruama;2017;9;Interior;8;8;26;9
Areal;2017;9;Interior;0;0;0;0
Armação dos Búzios;2017;9;Interior;0;0;8;1
Arraial do Cabo;2017;9;Interior;0;0;3;1
Barra do Piraí;2017;9;Interior;0;1;11;0
Barra Mansa;2017;9;Interior;1;12;25;17
Belford Roxo;2017;9;Baixada Fluminense;196;31;8;107
Bom Jardim;2017;9;Interior;0;1;4;1
Bom Jesus do Itabapoana;2017;9;Interior;0;1;6;2
Cabo Frio;2017;9;Interior;11;10;28;9
Cachoeiras de Macacu;2017;9;Interior;0;1;4;2
Cambuci;2017;9;Interior;0;0;1;0
Carapebus;2017;9;Interior;0;0;1;0
Comendador Levy Gasparian;2017;9;Interior;0;0;0;0
Campos dos Goytacazes;2017;9;Interior;18;16;42;8
Cantagalo;2017;9;Interior;1;0;4;1
Cardoso Moreira;2017;9;Interior;0;0;8;0
Carmo;2017;9;Interior;0;1;0;0
Casimiro de Abreu;2017;9;Interior;1;2;1;2
Conceição de Macabu;2017;9;Interior;0;1;3;1
Cordeiro;2017;9;Interior;0;1;4;0
Duas Barras;2017;9;Interior;0;0;0;0
Duque de Caxias;2017;9;Baixada Fluminense;349;102;44;292
Engenheiro Paulo de Frontin;2017;9;Interior;0;1;3;0
Guapimirim;2017;9;Baixada Fluminense;6;0;7;3
Iguaba Grande;2017;9;Interior;4;2;1;1
Itaboraí;2017;9;Interior;66;13;24;35
Itaguaí;2017;9;Baixada Fluminense;45;4;1;25
Italva;2017;9;Interior;0;1;0;0
Itaocara;2017;9;Interior;0;0;3;0
Itaperuna;2017;9;Interior;0;6;18;6
Itatiaia;2017;9;Interior;2;1;10;1
Japeri;2017;9;Baixada Fluminense;10;3;4;8
Laje do Muriaé;2017;9;Interior;0;0;1;0
Macaé;2017;9;Interior;7;8;25;7
Macuco;2017;9;Interior;0;0;2;0
Magé;2017;9;Baixada Fluminense;26;26;18;21
Mangaratiba;2017;9;Interior;8;3;6;2
Maricá;2017;9;Grande Niterói;28;14;8;6
Mendes;2017;9;Interior;0;0;2;1
Mesquita;2017;9;Baixada Fluminense;52;25;20;41
Miguel Pereira;2017;9;Interior;0;1;2;1
Miracema;2017;9;Interior;0;1;8;0
Natividade;2017;9;Interior;0;2;1;1
Nilópolis;2017;9;Baixada Fluminense;71;9;7;21
Niterói;2017;9;Grande Niterói;227;69;25;136
Nova Friburgo;2017;9;Interior;1;9;28;5
Nova Iguaçu;2017;9;Baixada Fluminense;260;62;50;103
Paracambi;2017;9;Baixada Fluminense;5;4;1;2
Paraíba do Sul;2017;9;Interior;0;0;3;0
Paraty;2017;9;Interior;0;1;5;5
Paty do Alferes;2017;9;Interior;0;0;0;0
Petrópolis;2017;9;Interior;0;16;37;10
Pinheiral;2017;9;Interior;0;1;4;1
Piraí;2017;9;Interior;0;0;3;0
Porciúncula;2017;9;Interior;0;0;2;1
Porto Real;2017;9;Interior;2;3;3;0
Quatis;2017;9;Interior;0;0;0;0
Queimados;2017;9;Baixada Fluminense;24;20;3;14
Quissamã;2017;9;Interior;0;0;4;1
Resende;2017;9;Interior;3;11;18;8
Rio Bonito;2017;9;Interior;8;12;8;11
Rio Claro;2017;9;Interior;0;0;5;0
Rio das Flores;2017;9;Interior;0;0;0;0
Rio das Ostras;2017;9;Interior;9;11;8;5
Rio de Janeiro;2017;9;Capital;1965;552;198;1472
Santa Maria Madalena;2017;9;Interior;0;1;0;2
Santo Antônio de Pádua;2017;9;Interior;0;0;2;0
São Francisco de Itabapoana;2017;9;Interior;3;0;1;2
São Fidélis;2017;9;Interior;0;0;1;0
São Gonçalo;2017;9;Grande Niterói;583;92;28;361
São João da Barra;2017;9;Interior;0;3;3;1
São João de Meriti;2017;9;Baixada Fluminense;271;42;27;127
São José de Ubá;2017;9;Interior;0;0;0;0
São José do Vale do Rio Preto;2017;9;Interior;0;0;2;0
São Pedro da Aldeia;2017;9;Interior;8;2;7;4
São Sebastião do Alto;2017;9;Interior;0;0;0;0
Sapucaia;2017;9;Interior;0;0;3;1
Saquarema;2017;9;Interior;2;5;6;2
Seropédica;2017;9;Baixada Fluminense;11;7;4;17
Silva Jardim;2017;9;Interior;2;1;1;2
Sumidouro;2017;9;Interior;0;0;1;0
Tanguá;2017;9;Interior;7;2;5;4
Teresópolis;2017;9;Interior;2;6;29;4
Trajano de Moraes;2017;9;Interior;0;0;0;0
Três Rios;2017;9;Interior;0;1;9;1
Valença;2017;9;Interior;0;2;15;2
Varre-Sai;2017;9;Interior;0;0;0;0
Vassouras;2017;9;Interior;0;3;2;2
Volta Redonda;2017;9;Interior;3;30;35;10
Angra dos Reis;2017;10;Interior;5;7;16;4
Aperibé;2017;10;Interior;0;1;2;0
Araruama;2017;10;Interior;2;6;20;3
Areal;2017;10;Interior;0;1;0;0
Armação dos Búzios;2017;10;Interior;2;2;6;0
Arraial do Cabo;2017;10;Interior;0;0;7;0
Barra do Piraí;2017;10;Interior;3;0;14;3
Barra Mansa;2017;10;Interior;2;6;31;6
Belford Roxo;2017;10;Baixada Fluminense;177;22;19;142
Bom Jardim;2017;10;Interior;0;0;1;1
Bom Jesus do Itabapoana;2017;10;Interior;0;1;4;1
Cabo Frio;2017;10;Interior;12;12;24;8
Cachoeiras de Macacu;2017;10;Interior;3;5;3;3
Cambuci;2017;10;Interior;0;0;3;0
Carapebus;2017;10;Interior;0;0;0;0
Comendador Levy Gasparian;2017;10;Interior;0;0;0;0
Campos dos Goytacazes;2017;10;Interior;7;20;45;19
Cantagalo;2017;10;Interior;0;0;4;0
Cardoso Moreira;2017;10;Interior;0;0;2;0
Carmo;2017;10;Interior;0;2;0;0
Casimiro de Abreu;2017;10;Interior;1;2;1;2
Conceição de Macabu;2017;10;Interior;0;1;6;0
Cordeiro;2017;10;Interior;0;0;2;0
Duas Barras;2017;10;Interior;0;2;0;0
Duque de Caxias;2017;10;Baixada Fluminense;348;106;34;283
Engenheiro Paulo de Frontin;2017;10;Interior;0;0;5;0
Guapimirim;2017;10;Baixada Fluminense;0;2;2;7
Iguaba Grande;2017;10;Interior;3;1;1;1
Itaboraí;2017;10;Interior;79;27;35;48
Itaguaí;2017;10;Baixada Fluminense;32;9;7;30
Italva;2017;10;Interior;0;1;2;0
Itaocara;2017;10;Interior;0;1;1;1
Itaperuna;2017;10;Interior;1;3;14;5
Itatiaia;2017;10;Interior;0;0;7;0
Japeri;2017;10;Baixada Fluminense;12;11;7;10
Laje do Muriaé;2017;10;Interior;0;0;2;0
Macaé;2017;10;Interior;14;10;21;8
Macuco;2017;10;Interior;0;0;1;1
Magé;2017;10;Baixada Fluminense;22;14;15;21
Mangaratiba;2017;10;Interior;3;2;5;1
Maricá;2017;10;Grande Niterói;16;10;6;15
Mendes;2017;10;Interior;0;0;1;1
Mesquita;2017;10;Baixada Fluminense;60;16;17;42
Miguel Pereira;2017;10;Interior;0;3;4;1
Miracema;2017;10;Interior;0;0;14;0
Natividade;2017;10;Interior;0;0;0;0
Nilópolis;2017;10;Baixada Fluminense;75;11;11;26
Niterói;2017;10;Grande Niterói;174;66;33;122
Nova Friburgo;2017;10;Interior;0;16;24;9
Nova Iguaçu;2017;10;Baixada Fluminense;237;53;43;105
Paracambi;2017;10;Baixada Fluminense;6;2;2;0
Paraíba do Sul;2017;10;Interior;0;2;5;0
Paraty;2017;10;Interior;0;8;2;2
Paty do Alferes;2017;10;Interior;0;0;2;0
Petrópolis;2017;10;Interior;0;15;34;11
Pinheiral;2017;10;Interior;1;0;2;1
Piraí;2017;10;Interior;0;1;3;2
Porciúncula;2017;10;Interior;0;1;4;0
Porto Real;2017;10;Interior;2;1;0;1
Quatis;2017;10;Interior;0;0;0;0
Queimados;2017;10;Baixada Fluminense;28;15;6;12
Quissamã;2017;10;Interior;2;0;3;1
Resende;2017;10;Interior;3;2;20;9
Rio Bonito;2017;10;Interior;5;6;8;12
Rio Claro;2017;10;Interior;0;1;1;2
Rio das Flores;2017;10;Interior;0;0;1;0
Rio das Ostras;2017;10;Interior;8;11;9;8
Rio de Janeiro;2017;10;Capital;2031;634;181;1583
Santa Maria Madalena;2017;10;Interior;0;0;0;0
Santo Antônio de Pádua;2017;10;Interior;0;1;8;0
São Francisco de Itabapoana;2017;10;Interior;2;0;0;1
São Fidélis;2017;10;Interior;1;0;2;0
São Gonçalo;2017;10;Grande Niterói;606;89;43;415
São João da Barra;2017;10;Interior;0;3;4;3
São João de Meriti;2017;10;Baixada Fluminense;248;34;38;147
São José de Ubá;2017;10;Interior;0;0;0;0
São José do Vale do Rio Preto;2017;10;Interior;0;0;2;1
São Pedro da Aldeia;2017;10;Interior;0;2;5;1
São Sebastião do Alto;2017;10;Interior;0;0;0;0
Sapucaia;2017;10;Interior;0;2;1;3
Saquarema;2017;10;Interior;5;7;7;9
Seropédica;2017;10;Baixada Fluminense;11;7;2;10
Silva Jardim;2017;10;Interior;4;0;2;2
Sumidouro;2017;10;Interior;0;0;0;0
Tanguá;2017;10;Interior;3;0;3;5
Teresópolis;2017;10;Interior;4;5;24;5
Trajano de Moraes;2017;10;Interior;0;0;0;0
Três Rios;2017;10;Interior;0;4;10;1
Valença;2017;10;Interior;0;1;4;0
Varre-Sai;2017;10;Interior;0;1;1;0
Vassouras;2017;10;Interior;0;1;2;1
Volta Redonda;2017;10;Interior;6;13;44;7
Angra dos Reis;2017;11;Interior;10;11;12;10
Aperibé;2017;11;Interior;1;1;2;0
Araruama;2017;11;Interior;15;8;18;8
Areal;2017;11;Interior;0;0;2;1
Armação dos Búzios;2017;11;Interior;3;4;3;7
Arraial do Cabo;2017;11;Interior;0;1;5;1
Barra do Piraí;2017;11;Interior;0;1;16;0
Barra Mansa;2017;11;Interior;3;4;30;6
Belford Roxo;2017;11;Baixada Fluminense;144;31;11;91
Bom Jardim;2017;11;Interior;0;2;1;1
Bom Jesus do Itabapoana;2017;11;Interior;0;0;5;0
Cabo Frio;2017;11;Interior;11;13;21;10
Cachoeiras de Macacu;2017;11;Interior;0;1;5;2
Cambuci;2017;11;Interior;0;1;1;0
Carapebus;2017;11;Interior;1;1;0;3
Comendador Levy Gasparian;2017;11;Interior;0;0;0;0
Campos dos Goytacazes;2017;11;Interior;12;33;59;29
Cantagalo;2017;11;Interior;0;2;4;1
Cardoso Moreira;2017;11;Interior;0;0;2;0
Carmo;2017;11;Interior;0;0;0;0
Casimiro de Abreu;2017;11;Interior;1;1;2;1
Conceição de Macabu;2017;11;Interior;2;0;2;2
Cordeiro;2017;11;Interior;0;0;1;0
Duas Barras;2017;11;Interior;0;0;1;0
Duque de Caxias;2017;11;Baixada Fluminense;335;95;46;258
Engenheiro Paulo de Frontin;2017;11;Interior;1;0;0;0
Guapimirim;2017;11;Baixada Fluminense;14;2;4;3
Iguaba Grande;2017;11;Interior;0;3;2;2
Itaboraí;2017;11;Interior;79;16;22;45
Itaguaí;2017;11;Baixada Fluminense;46;3;2;24
Italva;2017;11;Interior;1;0;1;0
Itaocara;2017;11;Interior;0;5;1;1
Itaperuna;2017;11;Interior;0;9;14;5
Itatiaia;2017;11;Interior;0;3;5;0
Japeri;2017;11;Baixada Fluminense;11;11;2;16
Laje do Muriaé;2017;11;Interior;0;0;0;0
Macaé;2017;11;Interior;17;13;18;8
Macuco;2017;11;Interior;0;0;1;1
Magé;2017;11;Baixada Fluminense;38;12;11;43
Mangaratiba;2017;11;Interior;3;5;2;1
Maricá;2017;11;Grande Niterói;24;9;9;15
Mendes;2017;11;Interior;0;0;2;0
Mesquita;2017;11;Baixada Fluminense;52;18;28;43
Miguel Pereira;2017;11;Interior;0;1;4;1
Miracema;2017;11;Interior;0;1;15;0
Natividade;2017;11;Interior;0;0;3;0
Nilópolis;2017;11;Baixada Fluminense;86;5;3;32
Niterói;2017;11;Grande Niterói;165;55;44;128
Nova Friburgo;2017;11;Interior;3;6;22;7
Nova Iguaçu;2017;11;Baixada Fluminense;256;78;37;99
Paracambi;2017;11;Baixada Fluminense;6;0;3;3
Paraíba do Sul;2017;11;Interior;1;2;15;1
Paraty;2017;11;Interior;0;5;2;5
Paty do Alferes;2017;11;Interior;0;0;0;0
Petrópolis;2017;11;Interior;2;15;47;8
Pinheiral;2017;11;Interior;0;1;7;2
Piraí;2017;11;Interior;0;1;2;3
Porciúncula;2017;11;Interior;1;0;3;2
Porto Real;2017;11;Interior;2;0;1;4
Quatis;2017;11;Interior;0;1;3;0
Queimados;2017;11;Baixada Fluminense;19;18;9;12
Quissamã;2017;11;Interior;2;1;5;1
Resende;2017;11;Interior;2;4;13;4
Rio Bonito;2017;11;Interior;5;9;8;9
Rio Claro;2017;11;Interior;0;0;0;0
Rio das Flores;2017;11;Interior;0;0;0;0
Rio das Ostras;2017;11;Interior;22;13;14;12
Rio de Janeiro;2017;11;Capital;2031;575;193;1566
Santa Maria Madalena;2017;11;Interior;0;0;0;0
Santo Antônio de Pádua;2017;11;Interior;0;3;6;2
São Francisco de Itabapoana;2017;11;Interior;1;2;0;0
São Fidélis;2017;11;Interior;0;1;1;1
São Gonçalo;2017;11;Grande Niterói;483;81;68;363
São João da Barra;2017;11;Interior;0;1;1;1
São João de Meriti;2017;11;Baixada Fluminense;249;53;17;113
São José de Ubá;2017;11;Interior;0;0;0;0
São José do Vale do Rio Preto;2017;11;Interior;0;1;0;0
São Pedro da Aldeia;2017;11;Interior;3;7;7;7
São Sebastião do Alto;2017;11;Interior;1;0;1;0
Sapucaia;2017;11;Interior;1;1;1;0
Saquarema;2017;11;Interior;4;4;4;4
Seropédica;2017;11;Baixada Fluminense;16;9;5;10
Silva Jardim;2017;11;Interior;1;0;3;0
Sumidouro;2017;11;Interior;0;2;1;0
Tanguá;2017;11;Interior;4;2;3;3
Teresópolis;2017;11;Interior;1;3;28;5
Trajano de Moraes;2017;11;Interior;0;0;0;0
Três Rios;2017;11;Interior;0;4;17;3
Valença;2017;11;Interior;0;1;6;1
Varre-Sai;2017;11;Interior;0;0;1;0
Vassouras;2017;11;Interior;1;4;2;1
Volta Redonda;2017;11;Interior;5;11;36;5
Angra dos Reis;2017;12;Interior;11;10;22;12
Aperibé;2017;12;Interior;0;1;2;0
Araruama;2017;12;Interior;16;13;8;11
Areal;2017;12;Interior;0;0;0;0
Armação dos Búzios;2017;12;Interior;1;6;5;3
Arraial do Cabo;2017;12;Interior;0;1;5;1
Barra do Piraí;2017;12;Interior;0;2;8;4
Barra Mansa;2017;12;Interior;5;3;25;6
Belford Roxo;2017;12;Baixada Fluminense;160;31;15;103
Bom Jardim;2017;12;Interior;0;0;0;0
Bom Jesus do Itabapoana;2017;12;Interior;0;2;6;1
Cabo Frio;2017;12;Interior;13;13;37;11
Cachoeiras de Macacu;2017;12;Interior;1;0;3;2
Cambuci;2017;12;Interior;0;1;1;0
Carapebus;2017;12;Interior;1;0;0;0
Comendador Levy Gasparian;2017;12;Interior;0;0;1;0
Campos dos Goytacazes;2017;12;Interior;16;27;40;32
Cantagalo;2017;12;Interior;0;0;1;2
Cardoso Moreira;2017;12;Interior;2;0;0;1
Carmo;2017;12;Interior;0;0;1;0
Casimiro de Abreu;2017;12;Interior;4;2;1;2
Conceição de Macabu;2017;12;Interior;0;0;2;0
Cordeiro;2017;12;Interior;0;1;2;0
Duas Barras;2017;12;Interior;0;0;0;0
Duque de Caxias;2017;12;Baixada Fluminense;341;74;51;255
Engenheiro Paulo de Frontin;2017;12;Interior;0;0;2;1
Guapimirim;2017;12;Baixada Fluminense;6;1;1;1
Iguaba Grande;2017;12;Interior;5;1;1;5
Itaboraí;2017;12;Interior;108;20;19;47
Itaguaí;2017;12;Baixada Fluminense;62;2;7;30
Italva;2017;12;Interior;1;0;2;1
Itaocara;2017;12;Interior;1;13;0;6
Itaperuna;2017;12;Interior;1;6;14;3
Itatiaia;2017;12;Interior;0;0;6;1
Japeri;2017;12;Baixada Fluminense;15;4;4;15
Laje do Muriaé;2017;12;Interior;0;0;0;0
Macaé;2017;12;Interior;21;12;27;18
Macuco;2017;12;Interior;0;0;0;0
Magé;2017;12;Baixada Fluminense;22;15;8;25
Mangaratiba;2017;12;Interior;11;4;2;3
Maricá;2017;12;Grande Niterói;31;9;5;16
Mendes;2017;12;Interior;1;0;0;1
Mesquita;2017;12;Baixada Fluminense;57;19;24;24
Miguel Pereira;2017;12;Interior;0;0;4;1
Miracema;2017;12;Interior;0;1;8;1
Natividade;2017;12;Interior;0;0;0;0
Nilópolis;2017;12;Baixada Fluminense;78;5;7;23
Niterói;2017;12;Grande Niterói;162;70;18;91
Nova Friburgo;2017;12;Interior;0;16;27;15
Nova Iguaçu;2017;12;Baixada Fluminense;274;69;42;95
Paracambi;2017;12;Baixada Fluminense;5;3;3;5
Paraíba do Sul;2017;12;Interior;1;0;10;0
Paraty;2017;12;Interior;2;4;8;8
Paty do Alferes;2017;12;Interior;0;0;0;0
Petrópolis;2017;12;Interior;2;18;33;11
Pinheiral;2017;12;Interior;0;0;4;0
Piraí;2017;12;Interior;0;0;6;0
Porciúncula;2017;12;Interior;2;0;3;1
Porto Real;2017;12;Interior;1;0;3;1
Quatis;2017;12;Interior;0;0;2;0
Queimados;2017;12;Baixada Fluminense;31;17;5;15
Quissamã;2017;12;Interior;1;1;2;1
Resende;2017;12;Interior;1;6;20;2
Rio Bonito;2017;12;Interior;5;6;7;8
Rio Claro;2017;12;Interior;0;1;0;0
Rio das Flores;2017;12;Interior;0;0;0;0
Rio das Ostras;2017;12;Interior;10;19;6;5
Rio de Janeiro;2017;12;Capital;2199;509;168;1474
Santa Maria Madalena;2017;12;Interior;0;0;1;0
Santo Antônio de Pádua;2017;12;Interior;0;2;3;2
São Francisco de Itabapoana;2017;12;Interior;1;1;2;1
São Fidélis;2017;12;Interior;1;1;1;0
São Gonçalo;2017;12;Grande Niterói;505;77;64;312
São João da Barra;2017;12;Interior;0;3;0;1
São João de Meriti;2017;12;Baixada Fluminense;257;36;16;82
São José de Ubá;2017;12;Interior;0;0;0;0
São José do Vale do Rio Preto;2017;12;Interior;0;0;4;1
São Pedro da Aldeia;2017;12;Interior;4;3;3;9
São Sebastião do Alto;2017;12;Interior;0;0;0;0
Sapucaia;2017;12;Interior;0;1;0;0
Saquarema;2017;12;Interior;3;15;10;13
Seropédica;2017;12;Baixada Fluminense;22;4;2;7
Silva Jardim;2017;12;Interior;1;0;0;0
Sumidouro;2017;12;Interior;0;1;1;1
Tanguá;2017;12;Interior;3;0;1;0
Teresópolis;2017;12;Interior;1;5;31;4
Trajano de Moraes;2017;12;Interior;0;0;0;1
Três Rios;2017;12;Interior;0;5;11;2
Valença;2017;12;Interior;0;0;6;0
Varre-Sai;2017;12;Interior;0;0;0;0
Vassouras;2017;12;Interior;2;1;1;0
Volta Redonda;2017;12;Interior;4;20;26;8
Angra dos Reis;2018;1;Interior;17;9;31;17
Aperibé;2018;1;Interior;0;2;0;0
Araruama;2018;1;Interior;7;16;13;9
Areal;2018;1;Interior;0;2;0;0
Armação dos Búzios;2018;1;Interior;1;3;8;6
Arraial do Cabo;2018;1;Interior;1;9;5;2
Barra do Piraí;2018;1;Interior;0;2;16;2
Barra Mansa;2018;1;Interior;1;6;27;5
Belford Roxo;2018;1;Baixada Fluminense;270;29;12;185
Bom Jardim;2018;1;Interior;1;2;1;0
Bom Jesus do Itabapoana;2018;1;Interior;0;3;2;0
Cabo Frio;2018;1;Interior;6;18;28;12
Cachoeiras de Macacu;2018;1;Interior;1;6;6;5
Cambuci;2018;1;Interior;0;0;0;0
Carapebus;2018;1;Interior;1;0;0;1
Comendador Levy Gasparian;2018;1;Interior;0;0;1;1
Campos dos Goytacazes;2018;1;Interior;23;21;26;34
Cantagalo;2018;1;Interior;0;0;1;0
Cardoso Moreira;2018;1;Interior;0;0;2;0
Carmo;2018;1;Interior;0;0;1;0
Casimiro de Abreu;2018;1;Interior;2;6;0;4
Conceição de Macabu;2018;1;Interior;3;0;0;0
